paises;quantidade_kg;valor;categorias;ano
El Salvador;-;-;Espumantes;2020
Emirados Arabes Unidos;9;36;Espumantes;2020
Equador;-;-;Espumantes;2020
Espanha;29;230;Espumantes;2020
Estados Unidos;634.243;1.647.310;Espumantes;2020
Estonia;-;-;Espumantes;2020
Falkland (Malvinas);-;-;Espumantes;2020
Filipinas;-;-;Espumantes;2020
Filânldia;1.078;7.065;Espumantes;2020
França;7.481;37.286;Espumantes;2020
Gana;-;-;Espumantes;2020
Gibraltar;-;-;Espumantes;2020
Granada;-;-;Espumantes;2020
Grêcia;97;309;Espumantes;2020
Guatemala;760;4.318;Espumantes;2020
Guiana;-;-;Espumantes;2020
Guiné Equatorial;-;-;Espumantes;2020
Guiné-Bissau;-;-;Espumantes;2020
Haiti;1.331;2.737;Espumantes;2020
Honduras;-;-;Espumantes;2020
Hong Kong;4.124;11.770;Espumantes;2020
Hungria;-;-;Espumantes;2020
Ilha de Man;-;-;Espumantes;2020
Índia;25;80;Espumantes;2020
Iraque;-;-;Espumantes;2020
Irlanda;-;-;Espumantes;2020
Islândia;10;45;Espumantes;2020
Italia;150;253;Espumantes;2020
Japão;7.294;28.930;Espumantes;2020
Jordânia;30;103;Espumantes;2020
Letonia;-;-;Espumantes;2020
Líbano;-;-;Espumantes;2020
Libéria;1.105;6.684;Espumantes;2020
Luxemburgo;-;-;Espumantes;2020
Maldivas;-;-;Espumantes;2020
Malta;1.692;2.862;Espumantes;2020
Marshall, Ilhas;2.093;4.587;Espumantes;2020
Montenegro;-;-;Espumantes;2020
Mexico;-;-;Espumantes;2020
Nicarágua;-;-;Espumantes;2020
Nigéria;4.613;15.728;Espumantes;2020
Noruega;172;321;Espumantes;2020
Nova Zelandia;-;-;Espumantes;2020
Paises Baixos (Holanda);38;717;Espumantes;2020
Panama;7.163;15.019;Espumantes;2020
Paraguai;16.231;48.614;Espumantes;2020
Peru;-;-;Espumantes;2020
Polonia;14;19;Espumantes;2020
Porto Rico;-;-;Espumantes;2020
Portugal;631;11.065;Espumantes;2020
Quenia;-;-;Espumantes;2020
Reino Unido;8.084;42.414;Espumantes;2020
Republica Dominicana;-;-;Espumantes;2020
Republica Tcheca;-;-;Espumantes;2020
Russia;-;-;Espumantes;2020
Serra Leoa;450;2.140;Espumantes;2020
Singapura;979;2.193;Espumantes;2020
Suecia;-;-;Espumantes;2020
Suiça;672;227;Espumantes;2020
Suriname;-;-;Espumantes;2020
Tailandia;16;287;Espumantes;2020
Taiwan (Formosa);995;4.212;Espumantes;2020
Trinidade e Tobago;-;-;Espumantes;2020
Turquia;18;75;Espumantes;2020
Uruguai;1.796;15.322;Espumantes;2020
Vanuatu;14;31;Espumantes;2020
Venezuela;-;-;Espumantes;2020
Vietnã;-;-;Espumantes;2020
Outros(1);-;-;Espumantes;2020
Total;771.066;2.148.121;Espumantes;2020
Africa do Sul;44;152;Uvas frescas;2020
Alemanha, República Democrática;1.371.694;2.791.556;Uvas frescas;2020
Angola;-;-;Uvas frescas;2020
Antígua e Barbuda;304;1.013;Uvas frescas;2020
Arabia Saudita;32.325;95.999;Uvas frescas;2020
Argélia;-;-;Uvas frescas;2020
Argentina;2.002.784;3.707.550;Uvas frescas;2020
Áustria;-;-;Uvas frescas;2020
Bahamas;3.208;9.449;Uvas frescas;2020
Bahrein;-;-;Uvas frescas;2020
Bangladesh;30;214;Uvas frescas;2020
Barbados;83;197;Uvas frescas;2020
Barein;250;796;Uvas frescas;2020
Bélgica;12.757;24.336;Uvas frescas;2020
Belize;20;32;Uvas frescas;2020
Bermudas;390;1.375;Uvas frescas;2020
Bolívia;92.974;34.914;Uvas frescas;2020
Bosnia;447;472;Uvas frescas;2020
Brasil;-;-;Uvas frescas;2020
Bulgária;100;170;Uvas frescas;2020
Burquina Faso;-;-;Uvas frescas;2020
Cabo Verde;-;-;Uvas frescas;2020
Camarões;-;-;Uvas frescas;2020
Camores;10;34;Uvas frescas;2020
Canadá;86.635;457.420;Uvas frescas;2020
Catar;336;432;Uvas frescas;2020
Cayman, Ilhas;341;1.130;Uvas frescas;2020
Chile;266;826;Uvas frescas;2020
China;1.197;3.370;Uvas frescas;2020
Chipre;3.407;8.717;Uvas frescas;2020
Cingapura;6.933;29.402;Uvas frescas;2020
Cocos (Keeling), Ilhas;-;-;Uvas frescas;2020
Colombia;15;45;Uvas frescas;2020
Congo;-;-;Uvas frescas;2020
Coreia do Norte;30;119;Uvas frescas;2020
Coreia do Sul;226;517;Uvas frescas;2020
Costa do Marfim;-;-;Uvas frescas;2020
Coveite;1.572;3.000;Uvas frescas;2020
Croácia;16;104;Uvas frescas;2020
Curaçao;-;-;Uvas frescas;2020
Dinamarca;62.450;135.756;Uvas frescas;2020
Djibuti;25;41;Uvas frescas;2020
Egito;-;-;Uvas frescas;2020
Emirados Arabes Unidos;220.576;630.862;Uvas frescas;2020
Eslovenia;10;29;Uvas frescas;2020
Espanha;1.743.131;3.842.045;Uvas frescas;2020
Estados Unidos;7.879.841;22.376.155;Uvas frescas;2020
Falkland (Ilhas Malvinas);15;100;Uvas frescas;2020
Faroé, Ilhas;25;98;Uvas frescas;2020
Filipinas;441;1.135;Uvas frescas;2020
Finlândia;-;-;Uvas frescas;2020
França;1.419;11.552;Uvas frescas;2020
Gabão;-;-;Uvas frescas;2020
Gana;-;-;Uvas frescas;2020
Georgia;-;-;Uvas frescas;2020
Gibraltar;243;709;Uvas frescas;2020
Grêcia;2.802;6.767;Uvas frescas;2020
Guadalupe;-;-;Uvas frescas;2020
Guiana;1.432;3.754;Uvas frescas;2020
Guiana Francesa;-;-;Uvas frescas;2020
Guine Equatorial;-;-;Uvas frescas;2020
Honduras;-;-;Uvas frescas;2020
Hong Kong;19.362;198.977;Uvas frescas;2020
Ilha de Man;136;411;Uvas frescas;2020
Ilhas Virgens;-;-;Uvas frescas;2020
Índia;502;1.167;Uvas frescas;2020
Indonésia;13;40;Uvas frescas;2020
Irã;218;531;Uvas frescas;2020
Irlanda;805.090;1.768.519;Uvas frescas;2020
Islandia;40;61;Uvas frescas;2020
Itália;118;301;Uvas frescas;2020
Japão;779;2.157;Uvas frescas;2020
Jérsei;-;-;Uvas frescas;2020
Jordânia;31;75;Uvas frescas;2020
Letonia;40;102;Uvas frescas;2020
Líbano;33;119;Uvas frescas;2020
Libéria;10.238;30.285;Uvas frescas;2020
Líbia;20;55;Uvas frescas;2020
Lituania;-;-;Uvas frescas;2020
Luxemburgo;-;-;Uvas frescas;2020
Malasia;2.065;30.729;Uvas frescas;2020
Malta;4.282;11.606;Uvas frescas;2020
Marrocos;8;22;Uvas frescas;2020
Marshall, Ilhas;13.769;41.407;Uvas frescas;2020
Martinica;-;-;Uvas frescas;2020
Mauricio;-;-;Uvas frescas;2020
Mauritânia;-;-;Uvas frescas;2020
Mexico;-;-;Uvas frescas;2020
Mônaco;20;59;Uvas frescas;2020
Mongólia;10;15;Uvas frescas;2020
Montenegro;40;147;Uvas frescas;2020
Nigéria;-;-;Uvas frescas;2020
Noruega;183.232;572.588;Uvas frescas;2020
Omã;43;234;Uvas frescas;2020
Países Baixos;20.360.309;40.052.845;Uvas frescas;2020
Panamá;10.170;25.834;Uvas frescas;2020
Paquistão;-;-;Uvas frescas;2020
Paraguai;3.750;2.881;Uvas frescas;2020
Polonia;4;7;Uvas frescas;2020
Porto Rico;-;-;Uvas frescas;2020
Portugal;15.803;26.426;Uvas frescas;2020
Reino Unido;13.978.476;31.486.021;Uvas frescas;2020
Republica Dominicana;-;-;Uvas frescas;2020
Romênia;-;-;Uvas frescas;2020
Russia,  Federação da;216.906;472.154;Uvas frescas;2020
Samoa Americana;-;-;Uvas frescas;2020
São Tomé e Principe;-;-;Uvas frescas;2020
São Vicente e Granadinas;20;69;Uvas frescas;2020
Serra Leoa;-;-;Uvas frescas;2020
Senegal;-;-;Uvas frescas;2020
Singapura;-;-;Uvas frescas;2020
Sri Lanka;-;-;Uvas frescas;2020
Suécia;50;163;Uvas frescas;2020
Suíça;2.209;20.998;Uvas frescas;2020
Suriname;-;-;Uvas frescas;2020
Tailândia;762;3.001;Uvas frescas;2020
Taiwan;90;242;Uvas frescas;2020
Togo;-;-;Uvas frescas;2020
Trindade e Tobago;-;-;Uvas frescas;2020
Turcas e Caicos, ilhas;18;51;Uvas frescas;2020
Turquia;353;868;Uvas frescas;2020
Tuvalu;-;-;Uvas frescas;2020
Uruguai;68.196;58.419;Uvas frescas;2020
Vanuatu;26;73;Uvas frescas;2020
Venezuela;-;-;Uvas frescas;2020
Vietnã;18;49;Uvas frescas;2020
Provisão de Navios e Aeronaves;-;-;Uvas frescas;2020
Total;49.228.053;108.992.052;Uvas frescas;2020
África do Sul;-;-;Suco de uva;2020
Alemanha, República Democrática da;86;44;Suco de uva;2020
Angola;17.766;21.627;Suco de uva;2020
Antígua e Barbuda;36;25;Suco de uva;2020
Antilhas Holandesas;-;-;Suco de uva;2020
Arábia Saudita;-;-;Suco de uva;2020
Argélia;-;-;Suco de uva;2020
Argentina;5.140;8.209;Suco de uva;2020
Aruba;450;788;Suco de uva;2020
Austrália;1.638;3.939;Suco de uva;2020
Áustria;-;-;Suco de uva;2020
Bahamas;34;41;Suco de uva;2020
Bangladesh;-;-;Suco de uva;2020
Barbados;-;-;Suco de uva;2020
Barein;-;-;Suco de uva;2020
Bélgica;117;196;Suco de uva;2020
Belize;-;-;Suco de uva;2020
Benin;-;-;Suco de uva;2020
Bermudas;24;27;Suco de uva;2020
Birmânia;-;-;Suco de uva;2020
Bolívia;21.435;26.745;Suco de uva;2020
Cabo Verde;270;224;Suco de uva;2020
Camarões;20;29;Suco de uva;2020
Canadá;14.943;19.320;Suco de uva;2020
Catar;5;47;Suco de uva;2020
Cayman, Ilhas;-;-;Suco de uva;2020
Chile;5.320;6.612;Suco de uva;2020
China;240.845;413.169;Suco de uva;2020
Chipre;252;315;Suco de uva;2020
Cingapura;-;-;Suco de uva;2020
Colômbia;1;2;Suco de uva;2020
Congo;-;-;Suco de uva;2020
Coreia do Sul;-;-;Suco de uva;2020
Costa do Marfim;-;-;Suco de uva;2020
Costa Rica;-;-;Suco de uva;2020
Coveite;-;-;Suco de uva;2020
Cuba;-;-;Suco de uva;2020
Curaçao;1.727;2.012;Suco de uva;2020
Dinamarca;90;143;Suco de uva;2020
Dominica, Ilha de;-;-;Suco de uva;2020
El Salvador;-;-;Suco de uva;2020
Emirados Árabes Unidos;396;455;Suco de uva;2020
Equador;14.268;21.675;Suco de uva;2020
Espanha;-;-;Suco de uva;2020
Estados Unidos;73.431;122.865;Suco de uva;2020
Falkland (Malvinas);-;-;Suco de uva;2020
Filipinas;109;95;Suco de uva;2020
Finlândia;-;-;Suco de uva;2020
França;12;38;Suco de uva;2020
Gana;-;-;Suco de uva;2020
Gibraltar;-;-;Suco de uva;2020
Granada;-;-;Suco de uva;2020
Grêcia;392;371;Suco de uva;2020
Guatemala;-;-;Suco de uva;2020
Guiana;350;1.078;Suco de uva;2020
Guiana Francesa;-;-;Suco de uva;2020
Guiné Bissau;-;-;Suco de uva;2020
Guine Equatorial;-;-;Suco de uva;2020
Haiti;420;438;Suco de uva;2020
Hong Kong;1.170;1.126;Suco de uva;2020
Hungria;-;-;Suco de uva;2020
Ilha de Man;24;22;Suco de uva;2020
India;-;-;Suco de uva;2020
Indonêsia;-;-;Suco de uva;2020
Irã;150;206;Suco de uva;2020
Iraque;-;-;Suco de uva;2020
Irlanda;-;-;Suco de uva;2020
Israel;-;-;Suco de uva;2020
Itália;-;-;Suco de uva;2020
Iugoslâvia;-;-;Suco de uva;2020
Jamaica;-;-;Suco de uva;2020
Japão;481.953;1.128.364;Suco de uva;2020
Líbano;9;4;Suco de uva;2020
Libêria;842;1.194;Suco de uva;2020
Líbia;16.587;22.232;Suco de uva;2020
Luxemburgo;-;-;Suco de uva;2020
Malásia;10.070;22.066;Suco de uva;2020
Malta;2.364;2.825;Suco de uva;2020
Marshall, Ilhas;1.479;1.844;Suco de uva;2020
Mauritânia;-;-;Suco de uva;2020
México;46.857;112.458;Suco de uva;2020
Moçambique;-;-;Suco de uva;2020
Mônaco;36;37;Suco de uva;2020
Montenegro;-;-;Suco de uva;2020
Namíbia;-;-;Suco de uva;2020
Nigéria;-;-;Suco de uva;2020
Noruega;554;580;Suco de uva;2020
Nova Caledônia;-;-;Suco de uva;2020
Nova Zelândia;-;-;Suco de uva;2020
Países Baixos;84;109;Suco de uva;2020
Panamá;1.335;1.714;Suco de uva;2020
Paquistão;-;-;Suco de uva;2020
Paraguai;216.654;228.263;Suco de uva;2020
Peru;-;-;Suco de uva;2020
Polônia;-;-;Suco de uva;2020
Porto Rico;-;-;Suco de uva;2020
Portugal;105.284;96.479;Suco de uva;2020
Quênia;-;-;Suco de uva;2020
Reino Unido;1.464;2.373;Suco de uva;2020
República Centro Africana;-;-;Suco de uva;2020
República Dominicana;14.840;56.540;Suco de uva;2020
República Federativa da Rússia;-;-;Suco de uva;2020
Rússia;-;-;Suco de uva;2020
São Tomé e Príncipe;-;-;Suco de uva;2020
Senegal;-;-;Suco de uva;2020
Serra Leoa;-;-;Suco de uva;2020
Singapura;3.526;12.989;Suco de uva;2020
Sri Lanka;-;-;Suco de uva;2020
Suécia;-;-;Suco de uva;2020
Suíça;-;-;Suco de uva;2020
Suriname;13.030;31.236;Suco de uva;2020
Tailândia;1.278;5.183;Suco de uva;2020
Taiwan (Formosa);58.358;107.799;Suco de uva;2020
Tanzânia;-;-;Suco de uva;2020
Tcheca, República;-;-;Suco de uva;2020
Togo;-;-;Suco de uva;2020
Trinidade e Tobago;-;-;Suco de uva;2020
Turquia;48;54;Suco de uva;2020
Uruguai;-;-;Suco de uva;2020
Vanuatu;-;-;Suco de uva;2020
Venezuela;240;230;Suco de uva;2020
Total;1.377.813;2.486.456;Suco de uva;2020
Afeganistão;11;46;Vinhos de mesa;2021
África do Sul;-;-;Vinhos de mesa;2021
Alemanha, República Democrática;2.698;6.741;Vinhos de mesa;2021
Angola;-;-;Vinhos de mesa;2021
Anguilla;-;-;Vinhos de mesa;2021
Antígua e Barbuda;805;2.268;Vinhos de mesa;2021
Antilhas Holandesas;-;-;Vinhos de mesa;2021
Argentina;6;13;Vinhos de mesa;2021
Aruba;-;-;Vinhos de mesa;2021
Austrália;705;4.034;Vinhos de mesa;2021
Áustria;-;-;Vinhos de mesa;2021
Bahamas;1.083;4.567;Vinhos de mesa;2021
Bangladesh;2;20;Vinhos de mesa;2021
Barbados;216;844;Vinhos de mesa;2021
Barein;302;894;Vinhos de mesa;2021
Bélgica;483;3.749;Vinhos de mesa;2021
Belice;-;-;Vinhos de mesa;2021
Benin;-;-;Vinhos de mesa;2021
Bolívia;5.850;8.360;Vinhos de mesa;2021
Bósnia-Herzegovina;-;-;Vinhos de mesa;2021
Brasil;31;46;Vinhos de mesa;2021
Bulgária;-;-;Vinhos de mesa;2021
Cabo Verde;16;124;Vinhos de mesa;2021
Camarões;-;-;Vinhos de mesa;2021
Canadá;1.172;6.157;Vinhos de mesa;2021
Catar;1;2;Vinhos de mesa;2021
Cayman, Ilhas;104;356;Vinhos de mesa;2021
Chile;26;6;Vinhos de mesa;2021
China;61.884;264.116;Vinhos de mesa;2021
Chipre;1.855;4.530;Vinhos de mesa;2021
Cingapura;-;-;Vinhos de mesa;2021
Cocos (Keeling), Ilhas;-;-;Vinhos de mesa;2021
Colômbia;12.160;21.867;Vinhos de mesa;2021
Comores;-;-;Vinhos de mesa;2021
Congo;-;-;Vinhos de mesa;2021
Coreia, Republica Sul;67;100;Vinhos de mesa;2021
Costa do Marfim;-;-;Vinhos de mesa;2021
Costa Rica;-;-;Vinhos de mesa;2021
Croácia;-;-;Vinhos de mesa;2021
Cuba;-;-;Vinhos de mesa;2021
Curaçao;32.263;58.993;Vinhos de mesa;2021
Dinamarca;87;504;Vinhos de mesa;2021
Dominica;460;634;Vinhos de mesa;2021
El Salvador;-;-;Vinhos de mesa;2021
Emirados Arabes Unidos;810;10.522;Vinhos de mesa;2021
Equador;-;-;Vinhos de mesa;2021
Eslovaca, Republica;-;-;Vinhos de mesa;2021
Espanha;-;-;Vinhos de mesa;2021
Estados Unidos;111.085;203.554;Vinhos de mesa;2021
Estônia;-;-;Vinhos de mesa;2021
Filipinas;2.784;10.368;Vinhos de mesa;2021
Finlândia;-;-;Vinhos de mesa;2021
França;7.052;23.742;Vinhos de mesa;2021
Gana;12.578;19.196;Vinhos de mesa;2021
Gibraltar;-;-;Vinhos de mesa;2021
Granada;-;-;Vinhos de mesa;2021
Grécia;908;3.014;Vinhos de mesa;2021
Guatemala;17.347;29.100;Vinhos de mesa;2021
Guiana;2.372;6.525;Vinhos de mesa;2021
Guiana Francesa;90;32;Vinhos de mesa;2021
Guine Bissau;-;-;Vinhos de mesa;2021
Guine Equatorial;-;-;Vinhos de mesa;2021
Haiti;670.379;831.181;Vinhos de mesa;2021
Honduras;-;-;Vinhos de mesa;2021
Hong Kong;12.507;39.390;Vinhos de mesa;2021
Hungria;87;583;Vinhos de mesa;2021
Ilha de Man;97;445;Vinhos de mesa;2021
Ilhas Virgens;-;-;Vinhos de mesa;2021
India;13;86;Vinhos de mesa;2021
Indonésia;-;-;Vinhos de mesa;2021
Irã;116;287;Vinhos de mesa;2021
Iraque;-;-;Vinhos de mesa;2021
Irlanda;36;208;Vinhos de mesa;2021
Itália;696;3.715;Vinhos de mesa;2021
Jamaica;-;-;Vinhos de mesa;2021
Japão;39.491;90.275;Vinhos de mesa;2021
Jordânia;-;-;Vinhos de mesa;2021
Letônia;-;-;Vinhos de mesa;2021
Líbano;-;-;Vinhos de mesa;2021
Libéria;7.554;23.060;Vinhos de mesa;2021
Luxemburgo;-;-;Vinhos de mesa;2021
Malásia;-;-;Vinhos de mesa;2021
Malta;3.441;15.454;Vinhos de mesa;2021
Marshall, Ilhas;8.644;22.561;Vinhos de mesa;2021
Mauritânia;9;85;Vinhos de mesa;2021
México;9;2;Vinhos de mesa;2021
Moçambique;-;-;Vinhos de mesa;2021
Montenegro;14;65;Vinhos de mesa;2021
Namibia;-;-;Vinhos de mesa;2021
Nicaragua;-;-;Vinhos de mesa;2021
Nigéria;68.247;113.172;Vinhos de mesa;2021
Noruega;1.878;8.320;Vinhos de mesa;2021
Nova Caledônia;7.227;11.924;Vinhos de mesa;2021
Nova Zelândia;657;10.477;Vinhos de mesa;2021
Omã;-;-;Vinhos de mesa;2021
Países Baixos;3.791;8.484;Vinhos de mesa;2021
Panamá;29.520;48.444;Vinhos de mesa;2021
Paraguai;6.522.527;7.192.362;Vinhos de mesa;2021
Peru;9.720;17.107;Vinhos de mesa;2021
Polônia;4;14;Vinhos de mesa;2021
Porto Rico;-;-;Vinhos de mesa;2021
Portugal;6.358;42.633;Vinhos de mesa;2021
Quênia;-;-;Vinhos de mesa;2021
Reino Unido;25.316;122.394;Vinhos de mesa;2021
República Dominicana;-;-;Vinhos de mesa;2021
Rússia;181.931;312.926;Vinhos de mesa;2021
São Tomé e Príncipe;-;-;Vinhos de mesa;2021
São Vicente e Granadinas;8;48;Vinhos de mesa;2021
Senegal;-;-;Vinhos de mesa;2021
Serra Leoa;6.525;12.955;Vinhos de mesa;2021
Singapura;4.504;14.346;Vinhos de mesa;2021
Suazilândia;10;24;Vinhos de mesa;2021
Suécia;23;74;Vinhos de mesa;2021
Suíça;627;6.999;Vinhos de mesa;2021
Suriname;900;1.472;Vinhos de mesa;2021
Tailândia;1.334;2.529;Vinhos de mesa;2021
Taiwan (FORMOSA);1.313;8.153;Vinhos de mesa;2021
Tanzânia;-;-;Vinhos de mesa;2021
Tcheca, República;456;5.988;Vinhos de mesa;2021
Togo;1.890;2.012;Vinhos de mesa;2021
Trinidade Tobago;-;-;Vinhos de mesa;2021
Tunísia;-;-;Vinhos de mesa;2021
Turquia;343;878;Vinhos de mesa;2021
Tuvalu;-;-;Vinhos de mesa;2021
Uruguai;136.774;149.842;Vinhos de mesa;2021
Vanuatu;-;-;Vinhos de mesa;2021
Venezuela;26.415;35.944;Vinhos de mesa;2021
Vietnã;-;-;Vinhos de mesa;2021
Total;8.058.704;9.851.942;Vinhos de mesa;2021
Alemanha;142;265;Espumantes;2021
Angola;-;-;Espumantes;2021
Antigua e Barbuda;10;82;Espumantes;2021
Antilhas Holandesas;-;-;Espumantes;2021
Argentina;-;-;Espumantes;2021
Aruba;-;-;Espumantes;2021
Australia;184;654;Espumantes;2021
Bahamas;179;461;Espumantes;2021
Bangladesh;1;28;Espumantes;2021
Barbados;4;58;Espumantes;2021
Belgica;-;-;Espumantes;2021
Benin;-;-;Espumantes;2021
Bermudas;-;-;Espumantes;2021
Bolívia;21.235;64.988;Espumantes;2021
Bósnia-Herzegovina;-;-;Espumantes;2021
Bulgaria;-;-;Espumantes;2021
Cabo Verde;2;12;Espumantes;2021
Camarões;-;-;Espumantes;2021
Canada;253;566;Espumantes;2021
Catar;5;964;Espumantes;2021
Cayman, Ilhas;1;5;Espumantes;2021
Chile;72;361;Espumantes;2021
China;13.692;49.572;Espumantes;2021
Chipre;122;350;Espumantes;2021
Cingapura;-;-;Espumantes;2021
Colombia;10.280;37.207;Espumantes;2021
Coreia do Sul, Republica da;82;200;Espumantes;2021
Costa Rica;-;-;Espumantes;2021
Cuba;-;-;Espumantes;2021
Curaçao;5.525;21.633;Espumantes;2021
Dinamarca;7;32;Espumantes;2021
Dominica;204;505;Espumantes;2021
El Salvador;-;-;Espumantes;2021
Emirados Arabes Unidos;90;3.240;Espumantes;2021
Equador;-;-;Espumantes;2021
Espanha;-;-;Espumantes;2021
Estados Unidos;801.082;2.123.710;Espumantes;2021
Estonia;-;-;Espumantes;2021
Falkland (Malvinas);-;-;Espumantes;2021
Filipinas;-;-;Espumantes;2021
Filânldia;-;-;Espumantes;2021
França;1.015;5.366;Espumantes;2021
Gana;654;3.555;Espumantes;2021
Gibraltar;-;-;Espumantes;2021
Granada;-;-;Espumantes;2021
Grêcia;147;360;Espumantes;2021
Guatemala;-;-;Espumantes;2021
Guiana;-;-;Espumantes;2021
Guiné Equatorial;-;-;Espumantes;2021
Guiné-Bissau;-;-;Espumantes;2021
Haiti;4.978;11.440;Espumantes;2021
Honduras;-;-;Espumantes;2021
Hong Kong;3.669;13.135;Espumantes;2021
Hungria;96;668;Espumantes;2021
Ilha de Man;-;-;Espumantes;2021
Índia;0;26;Espumantes;2021
Iraque;-;-;Espumantes;2021
Irlanda;-;-;Espumantes;2021
Islândia;-;-;Espumantes;2021
Italia;172;879;Espumantes;2021
Japão;6.811;27.860;Espumantes;2021
Jordânia;-;-;Espumantes;2021
Letonia;-;-;Espumantes;2021
Líbano;540;1.930;Espumantes;2021
Libéria;795;2.509;Espumantes;2021
Luxemburgo;-;-;Espumantes;2021
Maldivas;3.023;12.327;Espumantes;2021
Malta;364;2.289;Espumantes;2021
Marshall, Ilhas;1.057;4.087;Espumantes;2021
Montenegro;9;24;Espumantes;2021
Mexico;-;-;Espumantes;2021
Nicarágua;-;-;Espumantes;2021
Nigéria;-;-;Espumantes;2021
Noruega;37;155;Espumantes;2021
Nova Zelandia;-;-;Espumantes;2021
Paises Baixos (Holanda);86;479;Espumantes;2021
Panama;1.639;4.514;Espumantes;2021
Paraguai;45.629;136.909;Espumantes;2021
Peru;-;-;Espumantes;2021
Polonia;-;-;Espumantes;2021
Porto Rico;-;-;Espumantes;2021
Portugal;21;135;Espumantes;2021
Quenia;-;-;Espumantes;2021
Reino Unido;7.130;45.041;Espumantes;2021
Republica Dominicana;-;-;Espumantes;2021
Republica Tcheca;-;-;Espumantes;2021
Russia;-;-;Espumantes;2021
Serra Leoa;225;1.070;Espumantes;2021
Singapura;525;926;Espumantes;2021
Suecia;-;-;Espumantes;2021
Suiça;1.074;4.739;Espumantes;2021
Suriname;880;4.202;Espumantes;2021
Tailandia;22;142;Espumantes;2021
Taiwan (Formosa);1.255;5.578;Espumantes;2021
Trinidade e Tobago;-;-;Espumantes;2021
Turquia;74;258;Espumantes;2021
Uruguai;-;-;Espumantes;2021
Vanuatu;-;-;Espumantes;2021
Venezuela;-;-;Espumantes;2021
Vietnã;144;374;Espumantes;2021
Outros(1);-;-;Espumantes;2021
Total;935.243;2.595.870;Espumantes;2021
Africa do Sul;-;-;Uvas frescas;2021
Alemanha, República Democrática;1.461.590;2.569.452;Uvas frescas;2021
Angola;-;-;Uvas frescas;2021
Antígua e Barbuda;437;1.349;Uvas frescas;2021
Arabia Saudita;2.818;14.671;Uvas frescas;2021
Argélia;-;-;Uvas frescas;2021
Argentina;4.606.314;7.764.448;Uvas frescas;2021
Áustria;-;-;Uvas frescas;2021
Bahamas;3.482;10.184;Uvas frescas;2021
Bahrein;-;-;Uvas frescas;2021
Bangladesh;17;53;Uvas frescas;2021
Barbados;180;457;Uvas frescas;2021
Barein;277;937;Uvas frescas;2021
Bélgica;202;664;Uvas frescas;2021
Belize;55;92;Uvas frescas;2021
Bermudas;96;323;Uvas frescas;2021
Bolívia;436.800;250.134;Uvas frescas;2021
Bosnia;-;-;Uvas frescas;2021
Brasil;70;173;Uvas frescas;2021
Bulgária;-;-;Uvas frescas;2021
Burquina Faso;-;-;Uvas frescas;2021
Cabo Verde;-;-;Uvas frescas;2021
Camarões;-;-;Uvas frescas;2021
Camores;-;-;Uvas frescas;2021
Canadá;321.755;1.233.545;Uvas frescas;2021
Catar;5.615;13.665;Uvas frescas;2021
Cayman, Ilhas;372;1.121;Uvas frescas;2021
Chile;109;376;Uvas frescas;2021
China;1.744;8.882;Uvas frescas;2021
Chipre;2.590;6.609;Uvas frescas;2021
Cingapura;-;-;Uvas frescas;2021
Cocos (Keeling), Ilhas;-;-;Uvas frescas;2021
Colombia;10;30;Uvas frescas;2021
Congo;20;54;Uvas frescas;2021
Coreia do Norte;-;-;Uvas frescas;2021
Coreia do Sul;245;610;Uvas frescas;2021
Costa do Marfim;-;-;Uvas frescas;2021
Coveite;20.023;69.921;Uvas frescas;2021
Croácia;10;25;Uvas frescas;2021
Curaçao;10;16;Uvas frescas;2021
Dinamarca;109.922;179.960;Uvas frescas;2021
Djibuti;-;-;Uvas frescas;2021
Egito;10;36;Uvas frescas;2021
Emirados Arabes Unidos;99.808;368.528;Uvas frescas;2021
Eslovenia;-;-;Uvas frescas;2021
Espanha;4.554.938;8.685.655;Uvas frescas;2021
Estados Unidos;13.610.118;36.523.636;Uvas frescas;2021
Falkland (Ilhas Malvinas);20;24;Uvas frescas;2021
Faroé, Ilhas;-;-;Uvas frescas;2021
Filipinas;317;815;Uvas frescas;2021
Finlândia;12.480;23.143;Uvas frescas;2021
França;367;1.342;Uvas frescas;2021
Gabão;-;-;Uvas frescas;2021
Gana;100;280;Uvas frescas;2021
Georgia;-;-;Uvas frescas;2021
Gibraltar;198;356;Uvas frescas;2021
Grêcia;4.029;9.972;Uvas frescas;2021
Guadalupe;-;-;Uvas frescas;2021
Guiana;3.116;7.631;Uvas frescas;2021
Guiana Francesa;-;-;Uvas frescas;2021
Guine Equatorial;-;-;Uvas frescas;2021
Honduras;10;33;Uvas frescas;2021
Hong Kong;27.507;116.504;Uvas frescas;2021
Ilha de Man;230;805;Uvas frescas;2021
Ilhas Virgens;-;-;Uvas frescas;2021
Índia;423;1.020;Uvas frescas;2021
Indonésia;-;-;Uvas frescas;2021
Irã;230;481;Uvas frescas;2021
Irlanda;1.493.198;3.331.821;Uvas frescas;2021
Islandia;-;-;Uvas frescas;2021
Itália;10.095;22.820;Uvas frescas;2021
Japão;476;1.376;Uvas frescas;2021
Jérsei;-;-;Uvas frescas;2021
Jordânia;-;-;Uvas frescas;2021
Letonia;-;-;Uvas frescas;2021
Líbano;25;65;Uvas frescas;2021
Libéria;10.468;33.255;Uvas frescas;2021
Líbia;-;-;Uvas frescas;2021
